DimCardID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,AgeGroup
349,344861623804416,emoney,Tami Jailani,M,1978,Middle Age (36-55)
350,501897600513,flazz,Jaga Tampubolon,F,2011,Youth (<18)
351,630447102025,flazz,"Cornelia Santoso, M.Ak",F,1989,Middle Age (36-55)
352,4723673020855716,dki,Lalita Iswahyudi,F,1995,Young Adult (18-35)
353,4996230878352,online,Jasmin Pangestu,F,2006,Young Adult (18-35)
354,6504987212514448,dki,Uli Utama,F,1982,Middle Age (36-55)
355,213180382738519,emoney,Dr. Hendra Saputra,F,1993,Young Adult (18-35)
356,6552746247727917,dki,"Drs. Irma Wijaya, S.Gz",M,2008,Youth (<18)
357,4845711881204831,dki,Vero Hastuti,M,1989,Middle Age (36-55)
358,4743964949644406,dki,Ifa Zulkarnain,F,1993,Young Adult (18-35)
359,4551087879092,online,"Lukman Agustina, S.Pt",F,1987,Middle Age (36-55)
360,676255645787,flazz,Shakila Hartati,F,1989,Middle Age (36-55)
361,6011712732867639,dki,Yuliana Prastuti,F,1985,Middle Age (36-55)
362,3569631411806945,dki,Agnes Zulkarnain,M,1987,Middle Age (36-55)
363,4919403704668257204,brizzi,"Ir. Kartika Maulana, S.T.",F,1965,Senior (>55)
364,6011232457935982,dki,"dr. Vera Anggraini, S.Kom",F,2005,Young Adult (18-35)
365,4150708986544383890,brizzi,Paris Sihombing,F,1986,Middle Age (36-55)
366,3544902193551045,dki,Hasna Sudiati,M,2012,Youth (<18)
367,639014415652,flazz,Zaenab Hastuti,F,2007,Young Adult (18-35)
368,346010987202340,emoney,Jumadi Laksmiwati,M,1995,Young Adult (18-35)
369,4287625104090584,dki,R. Vera Sitompul,F,2010,Youth (<18)
370,4219627410137268,dki,Eka Usada,M,2001,Young Adult (18-35)
371,180080714157413,emoney,"Hj. Siti Kuswoyo, S.Gz",M,2009,Youth (<18)
372,30146025914743,bni,Vanya Halimah,M,1975,Middle Age (36-55)
373,4472707297880537,dki,Lantar Laksmiwati,F,1998,Young Adult (18-35)
374,579704849069,flazz,Kunthara Nababan,F,1993,Young Adult (18-35)
375,4121442106280944,dki,Murti Pradana,M,1971,Middle Age (36-55)
376,2529471010973452,dki,Endah Manullang,F,1982,Middle Age (36-55)
377,2285651853778761,dki,Patricia Natsir,F,1983,Middle Age (36-55)
378,3556835853257815,dki,H. Bagas Suwarno,M,1983,Middle Age (36-55)
379,4732498511397,online,Clara Marpaung,F,2008,Youth (<18)
380,4057303669576029,dki,Panji Rahmawati,M,1971,Middle Age (36-55)
381,4382267654968473,dki,"R.M. Galiono Riyanti, S.H.",M,2011,Youth (<18)
382,2715894475113989,dki,Puji Padmasari,F,1998,Young Adult (18-35)
383,30406358346487,bni,"Ani Pradana, S.Gz",M,1968,Senior (>55)
384,3527984440548009,dki,Jarwi Permata,F,1983,Middle Age (36-55)
385,5493647301846987,dki,drg. Tirta Winarsih,F,2004,Young Adult (18-35)
386,6011338384066567,dki,Cinta Namaga,M,2012,Youth (<18)
387,213181841251300,emoney,Sabar Puspasari,F,1989,Middle Age (36-55)
388,4430484789308342326,brizzi,Cut Karen Purwanti,F,2012,Youth (<18)
389,4027806045653058396,brizzi,Amalia Hartati,F,2003,Young Adult (18-35)
390,4402927461110397,dki,Lukita Jailani,M,2002,Young Adult (18-35)
391,676214247568,flazz,Farah Lestari,F,2007,Young Adult (18-35)
392,4987023042852722288,brizzi,"Garang Sihombing, M.Ak",F,1988,Middle Age (36-55)
393,4902255820815744046,brizzi,Jail Narpati,F,1990,Young Adult (18-35)
394,340338227133819,emoney,Wisnu Mahendra,M,1948,Senior (>55)
395,4619631321168210,dki,H. Atmaja Uyainah,F,1996,Young Adult (18-35)
396,4457900982768,online,"T. Cagak Sihombing, S.IP",M,1987,Middle Age (36-55)
397,4963216059957372,dki,Prima Namaga,F,2000,Young Adult (18-35)
398,3541090351860029,dki,"Harsaya Wahyudin, S.Pd",F,1982,Middle Age (36-55)
399,6011059953256419,dki,"Nabila Fujiati, S.E.I",M,1971,Middle Age (36-55)
400,4680153942830427913,brizzi,"Gatot Samosir, M.Pd",M,2004,Young Adult (18-35)
401,3521297957798594,dki,Adiarja Farida,F,1979,Middle Age (36-55)
402,3548511859471699,dki,Farhunnisa Permadi,M,1967,Senior (>55)
403,2235186944995984,dki,"Cut Nabila Permadi, M.Farm",F,1996,Young Adult (18-35)
404,4276140885825482,dki,Juli Rajata,F,1985,Middle Age (36-55)
405,4475475370553291,dki,Adinata Jailani,M,1990,Young Adult (18-35)
406,4922171165699758,dki,Samiah Waluyo,M,1970,Middle Age (36-55)
407,213190449963646,emoney,Kawaya Wijaya,F,1982,Middle Age (36-55)
408,373955642924603,emoney,Digdaya Palastri,M,1986,Middle Age (36-55)
409,376372324465136,emoney,Sabar Nababan,M,1995,Young Adult (18-35)
410,36744384431541,bni,"Rizki Laksita, S.H.",M,1996,Young Adult (18-35)
411,213127038155325,emoney,R.A. Laras Sihombing,F,1993,Young Adult (18-35)
412,4202595134949,online,Rosman Purwanti,F,2005,Young Adult (18-35)
413,3561941244079653,dki,Ella Hardiansyah,M,2004,Young Adult (18-35)
414,6011627870781766,dki,Drs. Mila Prastuti,M,1988,Middle Age (36-55)
415,4292844592823,online,Drs. Limar Purwanti,F,2008,Youth (<18)
416,30221227117179,bni,Eka Mangunsong,M,1959,Senior (>55)
417,2298858995438874,dki,Ghaliyati Sirait,M,1996,Young Adult (18-35)
418,378520663164557,emoney,Tina Megantara,F,1998,Young Adult (18-35)
419,4300158160261330,dki,Dalima Wasita,F,1993,Young Adult (18-35)
420,2450190934723842,dki,"dr. Hasta Melani, M.Ak",M,1966,Senior (>55)
421,4385432133465890,dki,Cindy Waskita,F,1980,Middle Age (36-55)
422,2241959943372823,dki,Jabal Fujiati,F,2001,Young Adult (18-35)
423,4169713332430658,dki,"Ir. Paiman Agustina, M.Pd",F,2008,Youth (<18)
424,30321501274967,bni,Vicky Nurdiyanti,M,1994,Young Adult (18-35)
425,4460208935377113,dki,Kezia Halimah,F,1977,Middle Age (36-55)
426,4418791073696983,dki,"drg. Diah Widiastuti, M.Farm",M,1960,Senior (>55)
427,6538986024610725,dki,Tgk. Patricia Suartini,F,2006,Young Adult (18-35)
428,30442544210980,bni,Drs. Indra Sihombing,F,1992,Young Adult (18-35)
429,2408332751861726,dki,Ajiono Yuniar,M,2007,Young Adult (18-35)
430,4288433204416,online,Eluh Wahyuni,F,1987,Middle Age (36-55)
431,3547929359349507,dki,"Wahyu Simbolon, M.Ak",M,2002,Young Adult (18-35)
432,30538393341691,bni,R. Novi Ramadan,M,1989,Middle Age (36-55)
433,3560006538517858,dki,Rina Wasita,M,1970,Middle Age (36-55)
434,2277804081377381,dki,"Hilda Namaga, S.Sos",F,1981,Middle Age (36-55)
435,30059603346792,bni,Karya Mayasari,F,1994,Young Adult (18-35)
436,346566091992514,emoney,"Hj. Anita Laksmiwati, M.Farm",F,1989,Middle Age (36-55)
437,213161406632607,emoney,"Puti Gilda Wahyuni, M.Pd",F,2004,Young Adult (18-35)
438,371716140539638,emoney,Yani Ardianto,F,1979,Middle Age (36-55)
439,6507665112808782,dki,"Estiono Ramadan, M.M.",M,1993,Young Adult (18-35)
440,4287654459292546,dki,R.A. Nova Haryanti,F,1998,Young Adult (18-35)
441,4687184837144,online,"Puji Zulaika, S.H.",F,2000,Young Adult (18-35)
442,3539134494646350,dki,Adika Thamrin,F,1986,Middle Age (36-55)
443,6011971463325205,dki,"Nurul Rahmawati, S.IP",F,2000,Young Adult (18-35)
444,6011979946555454,dki,Dr. Ade Pangestu,F,1998,Young Adult (18-35)
445,4301936634144185,dki,Ir. Hana Iswahyudi,F,1990,Young Adult (18-35)
446,3570768855218554,dki,Tgk. Kawaya Megantara,F,1987,Middle Age (36-55)
447,213155960700727,emoney,Fathonah Wahyuni,M,1992,Young Adult (18-35)
448,3581080929938887,dki,Eka Marbun,M,1988,Middle Age (36-55)
449,213150155185693,emoney,"Maria Habibi, S.IP",M,2009,Youth (<18)
450,3585634274129272,dki,drg. Lukita Simanjuntak,F,1995,Young Adult (18-35)
451,2418393570607029,dki,"Sutan Cahyo Nasyidah, M.M.",F,1998,Young Adult (18-35)
452,6011963472807943,dki,"R.M. Bakianto Oktaviani, M.TI.",F,2003,Young Adult (18-35)
453,4649257544446706,dki,"dr. Yessi Iswahyudi, S.Psi",F,2007,Young Adult (18-35)
454,4953368144130440,dki,"Cecep Handayani, S.Kom",F,1989,Middle Age (36-55)
455,6504176634373209,dki,Yahya Yuliarti,F,2003,Young Adult (18-35)
456,373524580482550,emoney,Elon Firmansyah,F,2008,Youth (<18)
457,4127285680860225,dki,Mursita Zulkarnain,F,2000,Young Adult (18-35)
458,4247323556219252,dki,Humaira Winarno,F,1968,Senior (>55)
459,4054515444987212,dki,Gasti Adriansyah,M,2009,Youth (<18)
460,378185861845132,emoney,Oni Gunarto,F,1989,Middle Age (36-55)
461,676218234679,flazz,Danuja Kusumo,F,2005,Young Adult (18-35)
462,4813089511335404119,brizzi,Yulia Uwais,F,1996,Young Adult (18-35)
463,4084150394130573,dki,Kenes Wacana,F,2003,Young Adult (18-35)
464,345536578638469,emoney,Mahmud Rajasa,F,2007,Young Adult (18-35)
465,4916295916251,online,Padmi Saputra,M,1985,Middle Age (36-55)
466,3580169724104802,dki,Cengkir Puspasari,F,1982,Middle Age (36-55)
467,340726343142104,emoney,Titi Maulana,M,1993,Young Adult (18-35)
468,630408775728,flazz,Ami Winarno,F,1977,Middle Age (36-55)
469,345098197896325,emoney,"Rini Mansur, S.T.",M,1983,Middle Age (36-55)
470,3551049422458665,dki,Dr. Vicky Wahyuni,F,2007,Young Adult (18-35)
471,344076534407486,emoney,"Ir. Danang Wahyuni, S.Pd",F,1999,Young Adult (18-35)
472,4331276815905508,dki,Bakidin Januar,F,1987,Middle Age (36-55)
473,30475330960798,bni,"Ir. Nrima Thamrin, S.E.",M,1989,Middle Age (36-55)
474,3584676090217246,dki,"T. Tedi Adriansyah, M.M.",F,2012,Youth (<18)
475,4832181166187832102,brizzi,"Harsaya Mangunsong, S.Farm",M,1997,Young Adult (18-35)
476,3530153250515020,dki,T. Balangga Kurniawan,F,2008,Youth (<18)
477,4375057246656,online,Ir. Paramita Narpati,M,1988,Middle Age (36-55)
478,5144608824943936,dki,Dr. Diana Tamba,F,1990,Young Adult (18-35)
479,180016557097142,emoney,drg. Icha Putra,M,1991,Young Adult (18-35)
480,3567411853356150,dki,Hafshah Sihombing,F,1981,Middle Age (36-55)
481,3561614959202352,dki,Karja Narpati,F,1988,Middle Age (36-55)
482,30085141742069,bni,Usyi Pudjiastuti,F,1971,Middle Age (36-55)
483,4332009552109989453,brizzi,Icha Suryono,F,1996,Young Adult (18-35)
484,676189451518,flazz,Indah Hassanah,F,2007,Young Adult (18-35)
485,630468622091,flazz,Kayla Yuniar,F,2009,Youth (<18)
486,4627124579286322,dki,"Alika Nashiruddin, S.Kom",F,1974,Middle Age (36-55)
487,30273345024654,bni,Cemani Habibi,M,1982,Middle Age (36-55)
488,3586733697526798,dki,"Melinda Wastuti, M.TI.",M,2012,Youth (<18)
489,3536612116139030,dki,"Drs. Waluyo Saefullah, M.M.",F,2007,Young Adult (18-35)
490,4046593092316712,dki,Warsa Wastuti,F,1987,Middle Age (36-55)
491,341651791687047,emoney,R. Elisa Winarno,M,1992,Young Adult (18-35)
492,213195632447745,emoney,Wage Winarsih,M,1999,Young Adult (18-35)
493,4116590324570,online,Ghaliyati Pudjiastuti,F,1986,Middle Age (36-55)
494,588323108740,flazz,Oman Marpaung,F,1987,Middle Age (36-55)
495,213144699934054,emoney,"Gara Rahmawati, S.Psi",F,2010,Youth (<18)
496,30519580650656,bni,Rafid Rajasa,M,1971,Middle Age (36-55)
497,4610760874048512883,brizzi,"dr. Mahdi Waskita, S.Pt",M,1966,Senior (>55)
498,4809995094422553,dki,"Drs. Jumadi Uwais, S.E.",F,1985,Middle Age (36-55)
499,38623352241256,bni,"Agnes Hutapea, S.Kom",M,1992,Young Adult (18-35)
500,4925171847118925206,brizzi,Balamantri Nasyidah,M,1976,Middle Age (36-55)
501,4874960400885844,dki,Syahrini Simbolon,M,1989,Middle Age (36-55)
502,30182246280440,bni,Elvin Napitupulu,M,1974,Middle Age (36-55)
503,3500542031090582,dki,dr. Adiarja Pranowo,F,1990,Young Adult (18-35)
504,3518490406703233,dki,Taswir Utama,F,1989,Middle Age (36-55)
505,4717367089000631,dki,Ika Sihotang,M,1977,Middle Age (36-55)
506,676329602558,flazz,Hj. Febi Farida,F,1981,Middle Age (36-55)
507,676198390996,flazz,"Niyaga Nurdiyanti, M.Kom.",F,1992,Young Adult (18-35)
508,639089118769,flazz,"Nyana Hardiansyah, M.Farm",F,1982,Middle Age (36-55)
509,5208319536191896,dki,Shakila Nainggolan,F,1982,Middle Age (36-55)
510,4837480199851,online,Nasim Sitompul,M,2004,Young Adult (18-35)
511,4113564299375,online,"R.A. Jessica Gunarto, M.M.",M,1950,Senior (>55)
512,4964159447080706,dki,Dt. Gantar Tamba,F,1990,Young Adult (18-35)
513,4885851105983602266,brizzi,Samiah Pangestu,F,1997,Young Adult (18-35)
514,213105565765823,emoney,Sutan Aditya Marbun,M,1984,Middle Age (36-55)
515,4692133856665859984,brizzi,Cawuk Rahmawati,M,2001,Young Adult (18-35)
516,4769959802186197,dki,Almira Yuniar,M,1994,Young Adult (18-35)
517,213135973692996,emoney,"Kartika Sihombing, S.I.Kom",F,1979,Middle Age (36-55)
518,30449646033632,bni,"Ratna Tampubolon, M.M.",F,1986,Middle Age (36-55)
519,4885509061266351,dki,Patricia Novitasari,F,1982,Middle Age (36-55)
520,2291581490073742,dki,"Dr. Farhunnisa Prastuti, M.Ak",M,1980,Middle Age (36-55)
521,213194015151818,emoney,Banawi Prasasta,F,1983,Middle Age (36-55)
522,4323861799708621823,brizzi,"Dr. Samiah Saragih, S.Sos",M,1996,Young Adult (18-35)
523,3545446765160479,dki,Agnes Pertiwi,F,2002,Young Adult (18-35)
524,4360825008145357,dki,"drg. Melinda Fujiati, S.Ked",F,2008,Youth (<18)
525,4977309582356,online,"Puji Permadi, S.H.",M,1997,Young Adult (18-35)
526,4712742964677912392,brizzi,"Malik Yulianti, S.T.",M,1983,Middle Age (36-55)
527,213123342833988,emoney,Murti Wibisono,M,1966,Senior (>55)
528,3531549980873010,dki,"Nadia Hardiansyah, S.Psi",F,2001,Young Adult (18-35)
529,4799335964244005,dki,Drs. Jaeman Puspita,F,1985,Middle Age (36-55)
530,30064779183987,bni,"dr. Dewi Wacana, M.Ak",M,1992,Young Adult (18-35)
531,4040236790306288295,brizzi,H. Galiono Latupono,F,2005,Young Adult (18-35)
532,4782734186435855,dki,Puti Syahrini Hariyah,M,1972,Middle Age (36-55)
533,30303714650852,bni,KH. Dartono Yuniar,F,1983,Middle Age (36-55)
534,4637175241211666,dki,Vivi Suryono,M,1972,Middle Age (36-55)
535,4872534201568255,dki,Puti Almira Samosir,F,2002,Young Adult (18-35)
536,3583636089071864,dki,Puti Maryati,M,1982,Middle Age (36-55)
537,4069811598032365,dki,Umi Simbolon,F,1978,Middle Age (36-55)
538,4877177113290645,dki,"Anastasia Napitupulu, S.H.",M,1990,Young Adult (18-35)
539,2707913637765096,dki,R.M. Ihsan Kusumo,F,2012,Youth (<18)
540,4334033947200,online,"Cakrawangsa Wijayanti, S.E.I",F,1995,Young Adult (18-35)
541,4579545209495,online,Dt. Erik Permata,F,1990,Young Adult (18-35)
542,4433590466074274,dki,Cahyono Melani,F,1984,Middle Age (36-55)
543,3524056844962988,dki,Karman Hardiansyah,M,1992,Young Adult (18-35)
544,3540630525229758,dki,Joko Firmansyah,F,1996,Young Adult (18-35)
545,4875546690217381,dki,Harsaya Napitupulu,M,1963,Senior (>55)
546,5111754747942420,dki,Ratna Mustofa,F,1994,Young Adult (18-35)
547,6529349006443345,dki,"H. Ikhsan Padmasari, S.Farm",M,2005,Young Adult (18-35)
548,3553225478661307,dki,Bella Saputra,M,2010,Youth (<18)
549,6537311554972216,dki,"Lukita Situmorang, M.Ak",M,1990,Young Adult (18-35)
550,4220769196569,online,"Ir. Samsul Uwais, M.Pd",F,1994,Young Adult (18-35)
551,3531362641051947,dki,Dadap Andriani,F,1994,Young Adult (18-35)
552,2262144002858608,dki,Agus Hutasoit,F,2008,Youth (<18)
553,6580088214078370,dki,Fitriani Napitupulu,M,1984,Middle Age (36-55)
554,4348703545097562,dki,Karen Mandala,F,2007,Young Adult (18-35)
555,3545507641170196,dki,R. Julia Mayasari,M,1974,Middle Age (36-55)
556,30368743232683,bni,"drg. Rachel Maulana, S.H.",M,1948,Senior (>55)
557,6011080419514647,dki,"Ibrahim Tamba, S.IP",F,1990,Young Adult (18-35)
558,345130570618438,emoney,"Marsudi Prabowo, S.Sos",F,2010,Youth (<18)
559,30481185279730,bni,"Mutia Maulana, S.Kom",M,2002,Young Adult (18-35)
560,6507758242109732,dki,Dadap Fujiati,F,2011,Youth (<18)
561,4802028350150,online,"Drs. Ayu Rajasa, S.Pt",F,1966,Senior (>55)
562,30231644893922,bni,R.M. Ibrani Pertiwi,M,1995,Young Adult (18-35)
563,2720286866653322,dki,Artanto Novitasari,M,1986,Middle Age (36-55)
564,4382108973925987916,brizzi,"Kemba Suryono, S.I.Kom",F,1967,Senior (>55)
565,4150573306672370662,brizzi,Lalita Usamah,M,1991,Young Adult (18-35)
566,343780784764428,emoney,"Tgk. Najwa Rahimah, M.M.",F,1989,Middle Age (36-55)
567,2270800530645003,dki,R.M. Banawa Utami,F,1998,Young Adult (18-35)
568,4196672534908514,dki,"R. Suci Budiyanto, M.Pd",M,1988,Middle Age (36-55)
569,4686507615332449,dki,Ajiman Aryani,F,1998,Young Adult (18-35)
570,3551705260007100,dki,Olga Saragih,F,1985,Middle Age (36-55)
571,630449597453,flazz,R. Banara Gunarto,F,1993,Young Adult (18-35)
572,6503396280217812,dki,Gada Permata,M,1999,Young Adult (18-35)
573,2272406559381369,dki,Ani Usamah,F,1997,Young Adult (18-35)
574,2228825455265639,dki,Agnes Purnawati,F,2000,Young Adult (18-35)
575,379768617371690,emoney,Satya Nashiruddin,F,1981,Middle Age (36-55)
576,4675920872324377526,brizzi,"Elvina Mahendra, S.Ked",F,1986,Middle Age (36-55)
577,6011722822477983,dki,Diana Hartati,F,1994,Young Adult (18-35)
578,3523566570081234,dki,Amalia Situmorang,M,1997,Young Adult (18-35)
579,6537891710147852,dki,Kenzie Hidayanto,F,1975,Middle Age (36-55)
580,4288398287746933100,brizzi,R. Siska Suwarno,F,1981,Middle Age (36-55)
581,3566689040867186,dki,Makuta Hariyah,M,1996,Young Adult (18-35)
582,4154325236553,online,Puti Permata,F,1966,Senior (>55)
583,6011608960360620,dki,"R. Syahrini Yuliarti, M.M.",M,1995,Young Adult (18-35)
584,30389764184199,bni,Timbul Yolanda,M,1985,Middle Age (36-55)
585,180081869376071,emoney,R.M. Baktianto Hassanah,F,2002,Young Adult (18-35)
586,370747367327507,emoney,Zizi Nashiruddin,F,2007,Young Adult (18-35)
587,376446733976873,emoney,"Pranawa Zulkarnain, S.H.",M,1983,Middle Age (36-55)
588,4451504161992521,dki,Drajat Budiman,M,1995,Young Adult (18-35)
589,370615701426527,emoney,Karimah Wahyuni,M,1969,Senior (>55)
590,3516714978921507,dki,Drs. Kemal Natsir,F,2003,Young Adult (18-35)
591,4800863311803541230,brizzi,Dr. Okta Budiman,M,1998,Young Adult (18-35)
592,30008138385072,bni,Emas Haryanto,M,2005,Young Adult (18-35)
593,6011967737254619,dki,Uchita Nasyiah,M,2008,Youth (<18)
594,4347437161979738980,brizzi,"Wisnu Mustofa, M.M.",F,2011,Youth (<18)
595,38858346015529,bni,Gatra Mayasari,M,1979,Middle Age (36-55)
596,3535705964320099,dki,"R. Humaira Santoso, S.H.",F,1995,Young Adult (18-35)
597,4589342089914557,dki,Tgk. Kambali Sitorus,M,1969,Senior (>55)
598,373368595162256,emoney,Wakiman Simbolon,M,1988,Middle Age (36-55)
599,503848019652,flazz,Hana Pudjiastuti,F,1988,Middle Age (36-55)
600,180026194958986,emoney,Nalar Siregar,M,1996,Young Adult (18-35)
601,5158915463528602,dki,"Tgk. Aisyah Setiawan, S.T.",F,1983,Middle Age (36-55)
602,4817900277925,online,Purwadi Permata,M,1971,Middle Age (36-55)
603,4320053585214228,dki,R.M. Karja Jailani,M,2006,Young Adult (18-35)
604,4780956702667420,dki,Erik Rahayu,F,1979,Middle Age (36-55)
605,3562440219497338,dki,Cahyanto Haryanti,F,1988,Middle Age (36-55)
606,3552432845499871,dki,Bala Sihombing,M,1992,Young Adult (18-35)
607,4697292941294798542,brizzi,Titin Permata,M,1986,Middle Age (36-55)
608,4736901388814,online,Ajeng Prasetyo,F,1983,Middle Age (36-55)
609,4071962251052420397,brizzi,"Drs. Langgeng Situmorang, M.Kom.",M,1977,Middle Age (36-55)
610,3552696399822031,dki,dr. Edi Wastuti,F,1991,Young Adult (18-35)
611,4699634201292,online,"R. Elvina Winarno, S.Gz",F,1984,Middle Age (36-55)
612,4775929360280,online,Respati Sihotang,F,2008,Youth (<18)
613,4132558254021733270,brizzi,Prabowo Marpaung,M,1981,Middle Age (36-55)
614,6011519712582413,dki,Winda Hutapea,F,1992,Young Adult (18-35)
615,4512062426725712,dki,Edward Sudiati,F,1991,Young Adult (18-35)
616,3599022748986531,dki,Cinthia Prasasta,F,1989,Middle Age (36-55)
617,4560015491441,online,Safina Laksita,F,1992,Young Adult (18-35)
618,3580065995867459,dki,"R.A. Gina Utama, M.TI.",F,1976,Middle Age (36-55)
619,5385393717217957,dki,Langgeng Sudiati,F,1998,Young Adult (18-35)
620,3565007659599597,dki,Dt. Heru Sinaga,M,1967,Senior (>55)
621,342714229705242,emoney,Kani Mangunsong,F,2011,Youth (<18)
622,374377973215882,emoney,Sakti Siregar,F,2011,Youth (<18)
623,180080121722882,emoney,Darman Saefullah,F,2011,Youth (<18)
624,3535425002333752,dki,Salwa Widiastuti,M,2006,Young Adult (18-35)
625,6011920957087789,dki,Elisa Gunarto,M,1953,Senior (>55)
626,2248103889797577,dki,Tgk. Yessi Pudjiastuti,F,2006,Young Adult (18-35)
627,3512055152451141,dki,Intan Prasetya,F,2010,Youth (<18)
628,340616589991894,emoney,Wardi Zulkarnain,F,1991,Young Adult (18-35)
629,4990403328025853,dki,Kasiyah Natsir,F,2003,Young Adult (18-35)
630,2251180824269585,dki,"Najib Yuliarti, S.Ked",F,1993,Young Adult (18-35)
631,2263635993074609,dki,Jagapati Sihotang,F,2007,Young Adult (18-35)
632,4430563081546118807,brizzi,R. Taufik Astuti,M,1982,Middle Age (36-55)
633,374983152485962,emoney,"Rahayu Oktaviani, M.M.",F,2011,Youth (<18)
634,3503240660022243,dki,Paiman Hutagalung,F,1991,Young Adult (18-35)
635,4421068444964597,dki,"Cut Widya Adriansyah, M.TI.",M,1990,Young Adult (18-35)
636,4891806350764176577,brizzi,"Ir. Vanesa Pradipta, S.Psi",F,1983,Middle Age (36-55)
637,6011382442872129,dki,"Dr. Ikin Najmudin, S.Farm",F,1993,Young Adult (18-35)
638,30141548315973,bni,"Asirwanda Utami, M.M.",F,1994,Young Adult (18-35)
639,4165441799798474,dki,dr. Citra Usada,F,1995,Young Adult (18-35)
640,4432363534508759578,brizzi,Dr. Puji Melani,F,2000,Young Adult (18-35)
641,2229828046037664,dki,Artawan Agustina,M,1992,Young Adult (18-35)
642,4779319222993,online,Harjaya Yolanda,M,2001,Young Adult (18-35)
643,576515434818,flazz,Yunita Haryanto,M,1966,Senior (>55)
644,4628695684067870,dki,"Garan Halim, S.IP",F,1984,Middle Age (36-55)
645,180069962243769,emoney,Banawi Hastuti,F,1997,Young Adult (18-35)
646,180040536437567,emoney,"Eja Purnawati, S.T.",F,1987,Middle Age (36-55)
647,6011546894317649,dki,"drg. Emas Mardhiyah, S.Gz",F,1981,Middle Age (36-55)
648,4074113531999658,dki,Zamira Saragih,M,1958,Senior (>55)
649,4831539681018051,dki,"Drs. Teguh Permata, S.E.I",M,1967,Senior (>55)
